,PROCEDIMENTO,Unnamed: 1,VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2589,,,,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS",,,,,,,
2590,TRIPSINA IMUNO REATIVA (IRT),AMB,HCO,HSO,REF,,PROCEDIMENTOS LABORATORIAIS,,,,,,
2591,TROPONINA,AMB,HCO,HSO,REF,,PROCEDIMENTOS LABORATORIAIS,,,,,,
2592,,,,,,MATERIAIS),,,,,,,
2593,,,,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS",,,,,,,
2594,URÉIA,AMB,HCO,HSO,REF,,PROCEDIMENTOS LABORATORIAIS,,,,,,
2595,UROBILINOGÊNIO,AMB,HCO,HSO,REF,,PROCEDIMENTOS LABORATORIAIS,,,,,,
2596,,,,,,MATERIAIS),,,,,,,
2597,,,,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS",,,,,,,
2598,VITAMINA A,AMB,HCO,HSO,REF,,PROCEDIMENTOS LABORATORIAIS,,,,,,
2599,VITAMINA B12,AMB,HCO,HSO,REF,,PROCEDIMENTOS LABORATORIAIS,,,,,,
2600,,,,,,MATERIAIS),,,,,,,
2601,,,,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS",,,,,,,
2602,VITAMINA D3 COLECALCIFEROL (25-OH-D3),AMB,HCO,HSO,REF,,PROCEDIMENTOS LABORATORIAIS,,,,,,
2603,"VITAMINA E, PESQUISA E/OU DOSAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",AMB,HCO,HSO,REF,77,,PROCEDIMENTOS LABORATORIAIS,,,,,
2604,,,,,,,MATERIAIS),,,,,,
2605,,,,,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS",,,,,,
2606,"XILOSE, TESTE DE ABSORÇÃO",AMB,HCO,HSO,REF,,,PROCEDIMENTOS LABORATORIAIS,,,,,
2607,ALFA-1-ANTITRIPSINA,AMB,HCO,HSO,REF,,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,
2608,"CALPROTECTINA, DOSAGEM FECAL (COM DIRETRIZ DE UTILIZAÇÃO)",AMB,HCO,HSO,REF,134,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,
2609,,RN,,,,,,,,,,,
2610,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2611,,(alteração),,,,,,,,,,,
2612,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2613,ESTERCOBILINOGÊNIO FECAL,AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2614,,,,,,,,TERAPÊUTICOS,,,,,
2615,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2616,EXAME PARASITOLÓGICO DAS FEZES,AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2617,EXAME PARASITOLÓGICO DAS FEZES COM MÉTODO DE CONSERVAÇÃO E COLHEITA MÚLTIPLA,AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2618,"GORDURA FECAL, DOSAGEM",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2619,"HEMATOXILINA FÉRRICA, PESQUISA DE PROTOZOÁRIOS",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2620,"IDENTIFICAÇÃO DE HELMINTOS, EXAME DE FRAGMENTOS NAS FEZES",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2621,"ISOSPORA, PESQUISA NAS FEZES",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2622,"LARVAS, PESQUISA NAS FEZES",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2623,"LEUCÓCITOS E HEMÁCIAS, PESQUISA DAS FEZES",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2624,"LEVEDURAS, PESQUISA NAS FEZES",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2625,PH FECAL,AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2626,"SANGUE OCULTO, PESQUISA",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2627,"SCHISTOSOMA MANSONI, PESQUISA DE OVOS EM FRAGMENTOS DE MUCOSA APÓS BIÓPSIA RETAL",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2628,SUBSTÂNCIAS REDUTORAS NAS FEZES,AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2629,"SWAB ANAL, PESQUISA DE OVOS DE ENTEROBIUS VERMICULARIS",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2630,"TRIPSINA NAS FEZES, PROVA DE DIGESTÃO DA GELATINA",AMB,HCO,HSO,REF,COPROLOGIA,PROCEDIMENTOS LABORATORIAIS,,,,,,
2631,,RN,,,,,,,,,,,
2632,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2633,,(alteração),,,,,,,,,,,
2634,"ANTICORPOS IRREGULARES, PESQUISA (MEIO SALINO A TEMPERATURA AMBIENTE E 37o E TESTE",,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2635,,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2636,INDIRETO DE COOMBS),,,,,,,TERAPÊUTICOS,,,,,
2637,ANTITROMBINA III,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2638,ATIVADOR TISSULAR DE PLASMINOGÊNIO (TPA),AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2639,"BAÇO, EXAME DE ESFREGAÇO DE ASPIRADO",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2640,BIÓPSIA DE MEDULA ÓSSEA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2641,,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2642,"LEUCOCITÁRIA, PAS, MIELOPEROXIDASE, SUDAN BLACK B, PERLS",,,,,,,TERAPÊUTICOS,,,,,
2643,,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2644,PROTROMBINA; TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA; E CONTAGEM DE PLAQUETAS),,,,,,,TERAPÊUTICOS,,,,,
2645,CONTAGEM DE RETICULÓCITOS,AMB,HCO,HSO,REF,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,
2646,DÍMERO-D (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,19,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,
2647,ENZIMAS ERITROCITÁRIAS,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2648,"FALCIZAÇÃO, TESTE DE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2649,FATOR 4 PLAQUETÁRIO,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2650,"FATOR DE VON WILLEBRAND, ANTÍGENO",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2651,"FATOR II, DOSAGEM/ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2652,"FATOR IX, DOSAGEM/ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2653,"FATOR V, DOSAGEM/ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2654,"FATOR VII, ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2655,,RN,,,,,,,,,,,
2656,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2657,,(alteração),,,,,,,,,,,
2658,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2659,"FATOR X, DOSAGEM/ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2660,,,,,,,,TERAPÊUTICOS,,,,,
2661,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2662,"FATOR XI, DOSAGEM/ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2663,"FATOR XII, DOSAGEM/ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2664,"FATOR XIII, ATIVIDADE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2665,FIBRINOGÊNIO,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2666,"GLICOSE-6-FOSFATO DESIDROGENASE, TRIAGEM PARA DEFICIÊNCIA",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2667,"GRUPO ABO, CLASSIFICAÇÃO REVERSA",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2668,"GRUPO SANGUÍNEO ABO, E FATOR Rho (INCLUI Du)",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2669,"HEINZ, CORPÚSCULOS, PESQUISA",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2670,"HEMATÓCRITO, DETERMINAÇÃO DO",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2671,"HEMOGLOBINA, DOSAGEM",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2672,HEMOGLOBINA FETAL,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2673,"HEMOGLOBINA, ELETROFORESE",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2674,"HEMOGLOBINOPATIA, TRIAGEM NEONATAL",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2675,,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2676,"PLAQUETAS; CONTAGEM DIFERENCIAL DE LEUCÓCITOS (NEUTRÓFILOS, BASTÕES, EOSINÓFILOS,",,,,,,,TERAPÊUTICOS,,,,,
2677,"HEMOSSEDIMENTAÇÃO, (VHS)",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2678,HEMOSSIDERINA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2679,,RN,,,,,,,,,,,
2680,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2681,,(alteração),,,,,,,,,,,
2682,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
2683,IMUNOFENOTIPAGEM PARA HEMOGLOBINÚRIA PAROXISTICA NOTURNA,AMB,HCO,HSO,REF,PAC,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,
2684,,,,,,,,,TERAPÊUTICOS,,,,
2685,"IMUNOFENOTIPAGEM PARA LEUCEMIAS AGUDAS E CRÔNICAS, SINDROME MIELODISPLÁSICA E",,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
2686,,AMB,HCO,HSO,REF,PAC,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,
2687,TRANSTORNOS MIELOPROLIFERATIVOS,,,,,,,,TERAPÊUTICOS,,,,
2688,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
2689,IMUNOFENOTIPAGEM PARA LINFOMAS NÃO-HODGKIN / SINDROMES LINFOPROLIFERATIVAS CRÔNICAS,AMB,HCO,HSO,REF,PAC,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,
2690,,,,,,,,,TERAPÊUTICOS,,,,
2691,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
2692,"INIBIDOR DO FATOR IX, DOSAGEM OU PESQUISA",AMB,HCO,HSO,REF,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,
2693,INIBIDOR DOS FATORES DA HEMOSTASIA (COM DIRETRIZ DE UTILIZAÇÃO),AMB,HCO,HSO,REF,PAC,49,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,
2694,"LINFONODO, EXAME DE ESFREGAÇO DE ASPIRADO",AMB,HCO,HSO,REF,,,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,
2695,META-HEMOGLOBINA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2696,MIELOGRAMA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2697,"PIRUVATO QUINASE, TRIAGEM PARA DEFICIÊNCIA",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2698,"PLAQUETAS, TESTE DE AGREGAÇÃO",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2699,"PLASMINOGÊNIO, DOSAGEM",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2700,"PROTEÍNA C, FUNCIONAL",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2701,"PROTEÍNA S, FUNCIONAL",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2702,"PROTEÍNA S LIVRE, DOSAGEM",AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2703,PROVA DO LAÇO,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2704,RESISTÊNCIA GLOBULAR,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2705,,RN,,,,,,,,,,,
2706,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2707,,(alteração),,,,,,,,,,,
2708,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2709,TEMPO DE COAGULAÇÃO,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2710,,,,,,,,TERAPÊUTICOS,,,,,
2711,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2712,TEMPO DE LISE DE EUGLOBULINA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2713,TEMPO DE PROTROMBINA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2714,TEMPO DE SANGRAMENTO DE IVY,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2715,TEMPO DE TROMBINA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2716,TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2717,TESTE DE HAM (HEMÓLISE ÁCIDA),AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2718,TROMBOELASTOGRAMA,AMB,HCO,HSO,REF,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2719,"1,25-DIIDROXIVITAMINA D3",AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2720,11-DESOXICORTICOSTERONA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2721,17-ALFA-HIDROXIPROGESTERONA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2722,17-CETOSTERÓIDES TOTAIS (17-CTS),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2723,"17-CETOSTERÓIDES, FRACIONAMENTO",AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2724,17-HIDROXICORTICOSTERÓIDES (17-OHS),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2725,17-HIDROXIPREGNENOLONA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2726,3 ALFA-ANDROSTANEDIOL GLICURONÍDEO,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2727,,RN,,,,,,,,,,,
2728,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2729,,(alteração),,,,,,,,,,,
2730,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2731,ALDOSTERONA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2732,,,,,,,,TERAPÊUTICOS,,,,,
2733,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2734,AMP CÍCLICO,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2735,ANDROSTENEDIONA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2736,CALCITONINA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2737,COMPOSTO S (11 - DESOXICORTISOL),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2738,CORTISOL,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2739,CORTISOL LIVRE,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2740,CURVA GLICÊMICA (6 DOSAGENS),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2741,CURVA INSULÍNICA (6 DOSAGENS),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2742,DEHIDROEPIANDROSTERONA (DHEA),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2743,DEHIDROTESTOSTERONA (DHT),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2744,DOSAGEM DE LH OU FSH COM OU SEM TESTE DE ESTÍMULO,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2745,ENZIMA CONVERSORA DA ANGIOTENSINA (ECA),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2746,ERITROPOIETINA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2747,ESTRADIOL,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2748,ESTRIOL,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2749,,RN,,,,,,,,,,,
2750,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2751,,(alteração),,,,,,,,,,,
2752,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2753,GLOBULINA DE LIGAÇÃO DE HORMÔNIOS SEXUAIS (SHBG),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2754,,,,,,,,TERAPÊUTICOS,,,,,
2755,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2756,GLOBULINA TRANSPORTADORA DA TIROXINA (TBG),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2757,GLUCAGON,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2758,HORMÔNIO ADRENOCORTICOTRÓFICO (ACTH),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2759,HORMÔNIO ANTIDIURÉTICO (VASOPRESSINA),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2760,HORMÔNIO DO CRESCIMENTO (HGH),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2761,HORMÔNIO FOLÍCULO ESTIMULANTE (FSH),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2762,HORMÔNIO GONADOTRÓFICO CORIÔNICO QUANTITATIVO (HCG-BETA-HCG),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2763,HORMÔNIO LUTEINIZANTE (LH),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2764,HORMÔNIO TIREOESTIMULANTE (TSH),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2765,"IGFBP3, PROTEÍNA DE LIGAÇÃO AO FATOR DE CRESCIMENTO SEMELHANTE À INSULINA - 3",AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2766,ÍNDICE DE TIROXINA LIVRE (ITL),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2767,INSULINA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2768,MACROPROLACTINA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2769,N-TELOPEPTÍDEO,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2770,OSTEOCALCINA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2771,,RN,,,,,,,,,,,
2772,PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
2773,,(alteração),,,,,,,,,,,
2774,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2775,PROGESTERONA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2776,,,,,,,,TERAPÊUTICOS,,,,,
2777,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,,
2778,PROLACTINA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2779,RENINA,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2780,SOMATOMEDINA C (IGF1),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2781,SULFATO DE DEHIDROEPIANDROSTERONA (S-DHEA),AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2782,T3 LIVRE,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
2783,T3 RETENÇÃO,AMB,HCO,HSO,REF,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,,,,,,
